timestamps,TP9,AF7,AF8,TP10,Right AUX
1691172096.260,0.977,500.488,-27.832,-14.648,0.000
1691172096.264,-38.086,278.320,-32.715,-18.066,0.000
1691172096.268,-50.781,-394.531,-40.039,-33.203,0.000
1691172096.272,-36.133,-482.910,-41.992,-32.715,0.000
1691172096.276,-30.762,166.992,-38.086,-17.090,0.000
1691172096.280,-20.020,312.012,-36.621,-15.625,0.000
1691172096.284,-28.320,-497.070,-40.039,-30.762,0.000
1691172096.287,-33.691,-739.258,-36.133,-34.180,0.000
1691172096.291,-13.672,-167.969,-28.320,-13.672,0.000
1691172096.295,-8.789,-95.703,-36.621,-5.371,0.000
1691172096.299,-23.438,-354.980,-45.898,-26.367,0.000
1691172096.303,-30.273,-445.801,-48.340,-29.785,0.000
1691172096.307,-30.762,-316.895,-47.363,-21.973,0.000
1691172096.311,-16.602,466.309,-46.875,-10.742,0.000
1691172096.315,-22.949,464.844,-48.828,-26.367,0.000
1691172096.319,-53.223,-291.504,-50.781,-47.852,0.000
1691172096.323,-46.875,-525.391,-43.945,-33.691,0.000
1691172096.327,-16.602,268.066,-33.203,-14.160,0.000
1691172096.330,-24.902,345.215,-41.504,-26.855,0.000
1691172096.334,-35.156,-487.305,-50.293,-43.945,0.000
1691172096.338,-23.926,-918.945,-43.457,-31.738,0.000
1691172096.342,-10.254,-217.773,-40.039,-16.602,0.000
1691172096.346,-21.973,626.465,-37.109,-11.230,0.000
1691172096.350,-48.340,-207.520,-37.598,-27.832,0.000
1691172096.354,-42.969,-838.867,-37.598,-34.668,0.000
1691172096.358,-20.996,-86.914,-33.203,-17.090,0.000
1691172096.362,-8.301,762.695,-30.762,-29.785,0.000
1691172096.366,-39.551,158.691,-33.691,-49.316,0.000
1691172096.369,-59.570,-655.762,-36.133,-49.316,0.000
1691172096.373,-27.344,-286.133,-36.621,-31.738,0.000
1691172096.377,-0.977,452.148,-37.598,-14.160,0.000
1691172096.381,-26.855,61.035,-40.039,-23.438,0.000
1691172096.385,-57.617,-876.953,-43.457,-34.668,0.000
1691172096.389,-46.387,-685.059,-40.527,-38.086,0.000
1691172096.393,-23.926,237.305,-37.109,-30.273,0.000
1691172096.397,-25.391,421.875,-41.992,-33.203,0.000
1691172096.401,-39.551,-258.301,-43.945,-41.992,0.000
1691172096.405,-33.203,-596.680,-42.969,-39.551,0.000
1691172096.409,-20.508,149.414,-41.992,-23.438,0.000
1691172096.412,-20.996,621.582,-41.992,-16.602,0.000
1691172096.416,-35.645,33.203,-41.992,-32.227,0.000
1691172096.420,-34.180,-411.621,-37.598,-45.898,0.000
1691172096.424,-25.391,-156.738,-38.086,-46.387,0.000
1691172096.428,-21.484,211.426,-40.039,-25.879,0.000
1691172096.432,-27.344,-186.523,-38.574,-24.414,0.000
1691172096.436,-41.016,-312.988,-35.645,-38.574,0.000
1691172096.440,-31.738,-131.836,-35.156,-33.691,0.000
1691172096.444,-9.766,459.961,-36.621,-22.949,0.000
1691172096.448,-25.879,570.801,-38.086,-31.738,0.000
1691172096.451,-50.293,-28.320,-40.527,-38.086,0.000
1691172096.455,-37.109,-336.426,-36.621,-31.738,0.000
1691172096.459,-15.625,151.855,-33.203,-16.113,0.000
1691172096.463,-14.648,677.246,-34.180,-19.531,0.000
1691172096.467,-23.926,149.414,-36.133,-47.363,0.000
1691172096.471,-22.949,-624.023,-31.738,-48.828,0.000
1691172096.475,-10.742,-667.480,-32.227,-17.578,0.000
1691172096.479,-8.301,426.270,-41.504,-21.484,0.000
1691172096.483,-14.160,283.203,-41.992,-55.176,0.000
1691172096.487,-11.230,-647.461,-40.527,-58.594,0.000
1691172096.490,4.395,-202.148,-37.598,-51.270,0.000
1691172096.494,23.926,772.949,-34.668,-47.852,0.000
1691172096.498,9.277,524.414,-37.109,-52.246,0.000
1691172096.502,-19.043,-418.945,-38.574,-56.641,0.000
1691172096.506,-25.879,-427.734,-37.109,-41.016,0.000
1691172096.510,-17.578,654.297,-33.203,-8.301,0.000
1691172096.514,-32.715,629.395,-37.598,-18.066,0.000
1691172096.518,-48.340,-569.824,-37.109,-31.738,0.000
1691172096.522,-37.598,-838.379,-34.668,-12.695,0.000
1691172096.526,-27.832,334.961,-39.062,-14.160,0.000
1691172096.530,-41.016,857.910,-38.574,-34.668,0.000
1691172096.533,-56.152,-343.262,-36.133,-34.180,0.000
1691172096.537,-61.035,-734.863,-40.039,-28.320,0.000
1691172096.541,-52.246,281.250,-45.898,-21.484,0.000
1691172096.545,-22.949,841.797,-46.387,-22.949,0.000
1691172096.549,-43.457,45.898,-43.945,-57.617,0.000
1691172096.553,-60.547,-447.754,-41.992,-70.801,0.000
1691172096.557,-32.227,14.160,-42.480,-53.711,0.000
1691172096.561,-17.578,712.891,-42.480,-36.133,0.000
1691172096.565,-49.316,163.574,-42.480,-41.992,0.000
1691172096.569,-62.988,-680.176,-40.039,-55.176,0.000
1691172096.573,-38.086,-456.543,-39.551,-36.621,0.000
1691172096.576,-30.273,320.801,-36.621,-7.324,0.000
1691172096.580,-50.781,-77.148,-32.715,-21.973,0.000
1691172096.584,-61.523,-362.305,-34.668,-47.852,0.000
1691172096.588,-48.340,-212.402,-37.598,-51.758,0.000
1691172096.592,-38.574,239.746,-32.715,-23.926,0.000
1691172096.596,-41.016,682.617,-30.762,-27.832,0.000
1691172096.600,-38.574,147.461,-36.133,-63.477,0.000
1691172096.604,-31.250,-319.336,-38.086,-50.293,0.000
1691172096.608,-26.367,-39.551,-32.715,-28.320,0.000
1691172096.612,-27.832,455.078,-29.785,-23.926,0.000
1691172096.616,-52.734,129.883,-40.527,-31.738,0.000
1691172096.619,-56.152,-236.816,-41.992,-41.016,0.000
1691172096.623,-44.922,-465.820,-39.551,-24.414,0.000
1691172096.627,-51.270,87.891,-34.180,-15.625,0.000
1691172096.631,-61.035,578.613,-33.203,-39.551,0.000
1691172096.635,-63.477,-211.426,-43.457,-51.758,0.000
1691172096.639,-59.570,-490.723,-49.316,-52.734,0.000
1691172096.643,-35.156,540.527,-42.480,-27.832,0.000
1691172096.647,-26.367,913.086,-39.062,-29.297,0.000
1691172096.651,-49.316,75.684,-46.387,-51.270,0.000
1691172096.655,-46.875,-426.270,-43.457,-38.086,0.000
1691172096.659,-14.160,121.582,-32.227,-12.695,0.000
1691172096.662,-15.625,724.121,-36.133,-23.438,0.000
1691172096.666,-18.555,207.031,-38.086,-43.457,0.000
1691172096.670,-20.996,-891.113,-26.367,-26.367,0.000
1691172096.674,-24.414,-293.457,-24.414,-11.719,0.000
1691172096.678,-20.020,921.387,-30.762,-17.090,0.000
1691172096.682,-41.504,378.418,-35.645,-38.086,0.000
1691172096.686,-54.688,-318.848,-33.203,-40.527,0.000
1691172096.690,-37.598,48.828,-33.691,-32.227,0.000
1691172096.694,-6.836,835.449,-34.180,-26.855,0.000
1691172096.698,-22.461,570.312,-33.203,-20.020,0.000
1691172096.702,-28.809,-197.754,-38.086,-29.297,0.000
1691172096.706,-22.949,-434.570,-42.480,-35.156,0.000
1691172096.709,-30.273,242.188,-38.574,-10.254,0.000
1691172096.713,-41.016,499.512,-39.062,-16.602,0.000
1691172096.717,-47.852,-73.242,-41.504,-42.480,0.000
1691172096.721,-40.039,-103.516,-43.457,-47.852,0.000
1691172096.725,-27.344,567.383,-42.969,-27.344,0.000
1691172096.729,-7.324,583.984,-42.480,-1.465,0.000
1691172096.733,-20.020,37.109,-46.875,-33.203,0.000
1691172096.737,-37.109,-113.770,-47.852,-56.641,0.000
1691172096.741,-13.184,20.020,-40.527,-29.297,0.000
1691172096.745,-4.883,791.992,-36.621,-15.137,0.000
1691172096.749,-30.273,693.359,-38.574,-35.156,0.000
1691172096.752,-40.039,-160.156,-41.992,-42.969,0.000
1691172096.756,-24.414,-322.754,-33.691,-30.273,0.000
1691172096.760,-10.742,536.621,-25.879,-13.184,0.000
1691172096.764,-27.832,774.414,-32.715,-14.160,0.000
1691172096.768,-46.875,-112.793,-37.109,-24.414,0.000
1691172096.772,-47.852,-355.469,-32.715,-37.598,0.000
1691172096.776,-16.113,449.219,-30.762,-28.320,0.000
1691172096.780,0.000,950.195,-30.762,-20.508,0.000
1691172096.784,0.000,418.457,-29.297,-37.598,0.000
1691172096.788,0.000,-336.426,-32.715,-26.855,0.000
1691172096.791,0.000,-249.023,-29.297,8.789,0.000
1691172096.795,0.000,712.891,-28.809,3.906,0.000
1691172096.799,0.000,367.188,-30.762,-13.672,0.000
1691172096.803,0.000,-552.246,-38.086,-19.043,0.000
1691172096.807,0.000,-381.836,-37.109,-8.789,0.000
1691172096.811,0.000,855.957,-34.668,3.906,0.000
1691172096.815,0.000,788.574,-39.062,-7.324,0.000
1691172096.819,0.000,-183.105,-37.598,-10.742,0.000
1691172096.823,0.000,-68.359,-39.062,-9.766,0.000
1691172096.827,-8.301,855.957,-36.621,-14.160,0.000
1691172096.830,-1.465,822.266,-34.668,-20.508,0.000
1691172096.834,-25.391,-104.004,-35.645,-39.062,0.000
1691172096.838,-37.109,-257.812,-39.062,-44.434,0.000
1691172096.842,-25.391,599.121,-39.551,-20.508,0.000
1691172096.846,-32.227,689.453,-44.434,-15.137,0.000
1691172096.850,-55.176,-609.375,-52.246,-31.250,0.000
1691172096.854,-39.062,-754.395,-46.387,-32.715,0.000
1691172096.858,-7.812,232.422,-39.551,-18.066,0.000
1691172096.862,-12.207,660.156,-36.133,-20.996,0.000
1691172096.866,-28.320,195.312,-36.133,-27.832,0.000
1691172096.870,-40.039,-196.777,-33.691,-28.320,0.000
1691172096.873,-34.668,62.988,-36.133,-11.719,0.000
1691172096.877,-11.719,682.617,-36.621,4.883,0.000
1691172096.881,-9.766,487.305,-33.203,-20.020,0.000
1691172096.885,-23.926,-182.129,-36.133,-34.668,0.000
1691172096.889,-31.250,-196.289,-38.086,-15.137,0.000
1691172096.893,-17.578,272.949,-38.086,5.371,0.000
1691172096.897,-14.648,334.473,-42.969,-19.531,0.000
1691172096.901,-20.996,-36.621,-40.527,-49.805,0.000
1691172096.905,-24.902,-366.211,-37.598,-50.293,0.000
1691172096.909,-9.766,-168.457,-35.645,-14.160,0.000
1691172096.912,-6.348,467.285,-35.645,-1.953,0.000
1691172096.916,-30.762,310.547,-42.969,-28.809,0.000
1691172096.920,-26.367,-301.758,-47.852,-38.574,0.000
1691172096.924,9.766,-163.086,-41.504,-14.648,0.000
1691172096.928,15.137,733.398,-36.621,-6.836,0.000
1691172096.932,-2.930,523.438,-37.109,-29.785,0.000
1691172096.936,-32.715,-361.328,-39.551,-33.203,0.000
1691172096.940,-39.062,-650.391,-35.156,-21.484,0.000
1691172096.944,-19.043,328.125,-34.180,-15.137,0.000
1691172096.948,-33.691,671.387,-40.527,-32.227,0.000
1691172096.952,-38.086,-325.195,-42.480,-42.480,0.000
1691172096.955,-20.020,-804.688,-40.527,-20.508,0.000
1691172096.959,-18.555,289.551,-41.016,-3.418,0.000
1691172096.963,-24.414,577.637,-41.016,-15.137,0.000
1691172096.967,-42.480,-303.711,-40.039,-47.363,0.000
1691172096.971,-19.531,-505.371,-38.086,-40.039,0.000
1691172096.975,13.184,263.184,-33.691,-10.254,0.000
1691172096.979,-8.789,884.766,-33.691,-19.043,0.000
1691172096.983,-40.527,59.570,-32.715,-29.297,0.000
1691172096.987,-42.480,-789.062,-31.738,-18.555,0.000
1691172096.991,-21.973,-230.957,-36.133,-11.719,0.000
1691172096.995,-0.977,838.379,-38.574,-14.648,0.000
1691172096.998,-12.207,110.352,-36.621,-20.508,0.000
1691172097.002,-19.043,-750.000,-41.016,-31.738,0.000
1691172097.006,-0.488,-170.410,-41.016,-33.691,0.000
1691172097.010,13.672,693.848,-39.062,-14.648,0.000
1691172097.014,-1.465,455.566,-47.363,-25.391,0.000
1691172097.018,-23.926,-408.203,-46.875,-39.062,0.000
1691172097.022,-40.039,-363.770,-43.457,-17.090,0.000
1691172097.026,-27.832,439.453,-41.992,11.230,0.000
1691172097.030,-19.531,614.746,-39.062,-5.859,0.000
1691172097.034,-23.438,-282.227,-41.016,-29.297,0.000
1691172097.037,-1.953,-594.238,-40.039,-24.902,0.000
1691172097.041,-0.488,123.047,-31.738,-8.301,0.000
1691172097.045,-11.230,88.379,-29.785,2.441,0.000
1691172097.049,-24.902,-215.332,-32.227,-11.230,0.000
1691172097.053,-28.320,-329.102,-41.016,-31.738,0.000
1691172097.057,-13.672,-230.957,-40.039,-29.785,0.000
1691172097.061,8.789,625.488,-30.762,-18.555,0.000
1691172097.065,-14.648,579.102,-36.133,-26.855,0.000
1691172097.069,-47.363,-206.543,-39.551,-30.762,0.000
1691172097.073,-36.133,-448.730,-35.156,-21.484,0.000
1691172097.077,-14.160,393.066,-29.785,0.977,0.000
1691172097.080,-15.625,487.305,-31.250,-10.742,0.000
1691172097.084,-24.414,-369.629,-35.156,-30.762,0.000
1691172097.088,-35.156,-814.453,-34.180,-20.508,0.000
1691172097.092,-24.414,-154.297,-35.645,-1.953,0.000
1691172097.096,-5.859,814.453,-34.180,-6.348,0.000
1691172097.100,0.977,189.941,-34.180,-30.273,0.000
1691172097.104,-11.719,-590.820,-43.457,-37.598,0.000
1691172097.108,-16.113,2.441,-41.016,-20.508,0.000
1691172097.112,-33.691,870.117,-36.621,-18.555,0.000
1691172097.116,-52.246,283.203,-42.969,-42.480,0.000
1691172097.120,-60.547,-566.895,-45.410,-49.805,0.000
1691172097.123,-46.387,-211.426,-38.086,-31.250,0.000
1691172097.127,-29.785,521.973,-30.762,-22.461,0.000
1691172097.131,-40.039,132.812,-38.086,-38.574,0.000
1691172097.135,-37.598,-857.910,-42.480,-40.039,0.000
1691172097.139,-33.691,-581.543,-34.668,-38.086,0.000
1691172097.143,-27.832,317.871,-34.180,-22.461,0.000
1691172097.147,-39.551,375.977,-42.969,-24.902,0.000
1691172097.151,-47.363,-212.891,-42.480,-46.387,0.000
1691172097.155,0.000,-343.750,-36.133,-49.316,0.000
1691172097.159,0.000,350.586,-38.086,-29.297,0.000
1691172097.162,0.000,647.949,-36.133,-20.508,0.000
1691172097.166,0.000,0.977,-35.645,-41.016,0.000
1691172097.170,0.000,-408.203,-39.551,-52.734,0.000
1691172097.174,0.000,-146.973,-40.039,-43.945,0.000
1691172097.178,0.000,242.188,-38.574,-32.227,0.000
1691172097.182,0.000,-275.879,-39.551,-42.969,0.000
1691172097.186,0.000,-570.312,-42.480,-45.898,0.000
1691172097.190,0.000,-177.246,-43.457,-32.227,0.000
1691172097.194,0.000,526.855,-40.527,-22.949,0.000
1691172097.198,0.000,515.625,-39.551,-33.691,0.000
1691172097.201,-42.480,-139.160,-38.086,-45.898,0.000
1691172097.205,-31.250,-341.797,-39.062,-38.574,0.000
1691172097.209,-23.926,256.348,-39.551,-19.531,0.000
1691172097.213,-26.367,658.691,-36.621,-33.691,0.000
1691172097.217,-32.715,13.672,-37.598,-47.852,0.000
1691172097.221,-29.785,-703.613,-37.109,-33.203,0.000
1691172097.225,-36.133,-578.125,-37.109,-7.812,0.000
1691172097.229,-33.203,425.781,-34.180,-12.207,0.000
1691172097.233,-33.691,191.895,-35.645,-33.203,0.000
1691172097.237,-52.734,-641.113,-39.062,-37.598,0.000
1691172097.241,-41.016,-327.637,-36.133,-32.227,0.000
1691172097.244,-22.949,651.855,-36.133,-20.996,0.000
1691172097.248,-45.898,489.258,-42.480,-37.598,0.000
1691172097.252,-44.922,-479.980,-47.852,-69.824,0.000
1691172097.256,-30.762,-458.008,-46.387,-75.195,0.000
1691172097.260,-16.602,570.312,-41.504,-58.105,0.000
1691172097.264,-20.508,594.727,-43.457,-69.336,0.000
1691172097.268,-20.996,-545.410,-49.316,-77.637,0.000
1691172097.272,-6.348,-884.766,-46.875,-68.848,0.000
1691172097.276,18.555,250.488,-40.039,-58.105,0.000
1691172097.280,23.926,769.531,-39.062,-54.688,0.000
1691172097.283,-5.371,-365.723,-41.504,-41.504,0.000
1691172097.287,-14.648,-769.531,-39.062,-22.949,0.000
1691172097.291,-18.555,206.543,-34.668,-24.902,0.000
1691172097.295,-27.344,681.641,-33.203,-33.203,0.000
1691172097.299,-43.945,-113.770,-39.551,-47.363,0.000
1691172097.303,-51.270,-520.508,-40.527,-49.805,0.000
1691172097.307,-45.410,-24.902,-37.598,-26.855,0.000
1691172097.311,-43.457,531.250,-35.645,-13.672,0.000
1691172097.315,-61.035,-59.082,-37.598,-27.344,0.000
1691172097.319,-60.547,-700.684,-41.016,-42.480,0.000
1691172097.323,-41.504,-267.578,-41.016,-29.785,0.000
1691172097.326,-27.344,391.113,-40.039,1.953,0.000
1691172097.330,-44.434,-165.527,-42.480,-25.879,0.000
1691172097.334,-66.895,-498.535,-46.387,-63.477,0.000
1691172097.338,-50.781,-296.387,-41.504,-44.434,0.000
1691172097.342,-31.738,199.219,-34.180,-24.414,0.000
1691172097.346,-27.344,616.699,-36.621,-20.996,0.000
1691172097.350,-38.574,58.105,-41.992,-36.133,0.000
1691172097.354,-60.547,-606.445,-40.527,-46.387,0.000
1691172097.358,-42.969,-215.332,-31.738,-25.391,0.000
1691172097.362,-15.625,376.465,-30.762,-14.160,0.000
1691172097.366,-35.645,11.230,-36.621,-31.738,0.000
1691172097.369,-52.734,-384.277,-32.715,-32.715,0.000
1691172097.373,-34.180,-535.156,-32.227,-6.836,0.000
1691172097.377,-20.020,122.559,-38.086,3.418,0.000
1691172097.381,-33.203,511.719,-36.621,-24.414,0.000
1691172097.385,-46.387,-252.441,-32.227,-44.434,0.000
1691172097.389,-33.203,-590.820,-34.668,-38.086,0.000
1691172097.393,-2.930,427.734,-30.273,-12.695,0.000
1691172097.397,-16.602,777.344,-31.738,-13.184,0.000
1691172097.401,-24.902,-184.082,-36.621,-40.039,0.000
1691172097.405,-29.785,-700.684,-34.668,-37.598,0.000
1691172097.409,-41.504,-3.906,-32.227,-21.973,0.000
1691172097.412,-45.898,485.840,-33.203,-39.062,0.000
1691172097.416,-46.875,-212.891,-34.668,-47.363,0.000
1691172097.420,-39.551,-953.613,-37.598,-33.691,0.000
1691172097.424,-15.625,-355.469,-34.180,-15.625,0.000
1691172097.428,0.977,814.941,-35.156,-9.766,0.000
1691172097.432,-24.902,315.918,-34.668,-31.738,0.000
1691172097.436,-41.992,-440.430,-29.785,-41.992,0.000
1691172097.440,-36.133,-80.566,-30.273,-28.320,0.000
1691172097.444,-30.762,740.234,-30.273,-25.879,0.000
1691172097.448,-34.668,491.211,-33.691,-40.039,0.000
1691172097.451,-34.668,-360.840,-37.598,-44.922,0.000
1691172097.455,-29.785,-571.777,-36.133,-37.109,0.000
1691172097.459,-12.207,153.809,-31.250,-14.160,0.000
1691172097.463,-15.137,200.684,-33.691,-24.414,0.000
1691172097.467,-36.133,-584.961,-38.574,-27.344,0.000
1691172097.471,-46.875,-353.516,-36.621,-30.762,0.000
1691172097.475,-37.109,310.059,-36.621,-48.828,0.000
1691172097.479,-31.738,516.113,-41.016,-46.387,0.000
1691172097.483,-40.039,93.262,-47.852,-47.852,0.000
1691172097.487,-41.016,-254.395,-49.316,-41.992,0.000
1691172097.491,-34.668,-19.531,-41.504,-38.086,0.000
1691172097.494,-26.855,558.594,-39.062,-19.531,0.000
1691172097.498,-37.109,340.332,-43.457,-30.762,0.000
1691172097.502,-31.738,-458.496,-41.992,-62.500,0.000
1691172097.506,-37.109,-557.617,-41.016,-49.316,0.000
1691172097.510,-40.039,-44.922,-39.551,-15.137,0.000
1691172097.514,-53.711,320.801,-40.527,-30.273,0.000
1691172097.518,-68.848,-320.312,-44.434,-42.480,0.000
1691172097.522,-52.734,-657.715,-41.504,-35.645,0.000
1691172097.526,-21.973,315.918,-35.156,-32.227,0.000
1691172097.530,-23.438,817.383,-33.203,-24.414,0.000
1691172097.533,-46.875,108.398,-31.738,-30.762,0.000
1691172097.537,-35.645,-496.582,-30.762,-41.504,0.000
1691172097.541,-28.809,146.484,-30.273,-20.020,0.000
1691172097.545,-40.527,877.441,-30.762,-6.348,0.000
1691172097.549,-45.410,87.402,-32.227,-21.973,0.000
1691172097.553,-34.668,-814.941,-30.762,-23.438,0.000
1691172097.557,-20.996,-506.348,-33.203,-7.324,0.000
1691172097.561,-14.160,771.973,-27.832,-9.766,0.000
1691172097.565,-18.066,570.801,-28.809,-26.855,0.000
1691172097.569,-24.902,-462.402,-32.715,-37.109,0.000
1691172097.573,-36.133,-325.195,-26.367,-29.785,0.000
1691172097.576,-28.320,520.508,-25.391,-13.672,0.000
1691172097.580,-35.645,522.949,-31.250,-19.043,0.000
1691172097.584,-51.270,-346.680,-32.227,-37.598,0.000
1691172097.588,-43.945,-432.129,-34.180,-42.969,0.000
1691172097.592,-26.855,402.344,-32.227,-24.902,0.000
1691172097.596,-16.602,470.215,-27.344,-15.137,0.000
1691172097.600,-32.715,-696.777,-29.785,-12.207,0.000
1691172097.604,-53.711,-682.129,-28.320,-7.324,0.000
1691172097.608,-46.387,140.625,-21.973,-4.395,0.000
1691172097.612,-28.809,465.332,-25.391,-13.184,0.000
1691172097.615,-32.227,106.445,-29.785,-29.785,0.000
1691172097.619,-56.641,-320.312,-31.250,-31.738,0.000
1691172097.623,-50.293,-68.848,-35.156,-32.227,0.000
1691172097.627,-28.320,589.844,-35.156,-15.625,0.000
1691172097.631,-33.203,221.191,-36.621,-28.320,0.000
1691172097.635,-45.898,-406.250,-37.109,-44.434,0.000
1691172097.639,-24.902,-256.348,-35.645,-32.227,0.000
1691172097.643,-1.953,154.785,-35.645,-3.418,0.000
1691172097.647,-20.020,135.254,-36.621,-11.230,0.000
1691172097.651,-39.551,-183.594,-34.180,-43.945,0.000
1691172097.655,-41.016,-388.184,-35.156,-44.434,0.000
1691172097.658,-23.926,-113.281,-33.203,-19.043,0.000
1691172097.662,-23.438,439.453,-35.156,-23.926,0.000
1691172097.666,-42.480,148.926,-42.480,-45.898,0.000
1691172097.670,-61.035,-467.773,-41.504,-34.668,0.000
1691172097.674,-38.574,-247.559,-38.086,-23.438,0.000
1691172097.678,3.418,634.277,-39.062,-22.949,0.000
1691172097.682,-26.855,341.309,-47.363,-32.227,0.000
1691172097.686,-54.688,-561.523,-45.410,-49.316,0.000
1691172097.690,-42.480,-671.387,-37.598,-32.227,0.000
1691172097.694,-23.438,125.977,-39.551,-12.207,0.000
1691172097.698,-22.461,253.906,-41.504,-31.250,0.000
1691172097.701,-39.062,-453.125,-43.457,-38.574,0.000
1691172097.705,-39.551,-904.785,-40.527,-22.461,0.000
1691172097.709,-27.832,193.848,-35.645,-17.578,0.000
1691172097.713,-24.414,812.988,-35.645,-38.086,0.000
1691172097.717,0.000,-146.484,-36.621,-48.340,0.000
1691172097.721,0.000,-614.258,-35.645,-44.434,0.000
1691172097.725,0.000,250.488,-34.180,-28.809,0.000
1691172097.729,0.000,854.980,-37.598,-9.277,0.000
1691172097.733,0.000,-28.320,-41.504,-26.367,0.000
1691172097.737,0.000,-825.195,-37.109,-37.109,0.000
1691172097.741,0.000,-308.105,-32.227,-24.902,0.000
1691172097.744,0.000,586.914,-38.574,-7.324,0.000
1691172097.748,0.000,-68.359,-36.621,6.348,0.000
1691172097.752,0.000,-847.168,-29.785,-9.277,0.000
1691172097.756,0.000,-179.688,-29.785,-29.785,0.000
1691172097.760,0.000,669.434,-28.809,-33.203,0.000
1691172097.764,-35.645,381.836,-31.738,-41.992,0.000
1691172097.768,-24.414,-274.414,-35.645,-45.898,0.000
1691172097.772,-5.859,-295.410,-37.598,-45.410,0.000
1691172097.776,-24.414,331.055,-36.133,-32.715,0.000
1691172097.779,-53.711,484.375,-38.574,-27.344,0.000
1691172097.783,-39.062,-339.844,-39.062,-39.062,0.000
1691172097.787,-17.090,-695.801,-35.156,-44.434,0.000
1691172097.791,-4.883,1.465,-31.738,-29.785,0.000
1691172097.795,-17.090,-8.301,-31.738,-24.902,0.000
1691172097.799,-28.320,-432.129,-39.062,-48.828,0.000
1691172097.803,-23.438,-527.344,-40.527,-58.594,0.000
1691172097.807,-24.902,-173.340,-38.574,-44.922,0.000
1691172097.811,-22.949,653.320,-40.527,-32.715,0.000
1691172097.815,-40.527,480.469,-42.969,-38.574,0.000
1691172097.818,-47.852,-274.414,-38.086,-39.551,0.000
1691172097.822,-49.316,-423.828,-40.527,-41.504,0.000
1691172097.826,-37.598,365.234,-40.039,-37.109,0.000
1691172097.830,-39.551,404.785,-40.039,-44.434,0.000
1691172097.834,-47.363,-491.699,-44.434,-59.570,0.000
1691172097.838,-19.531,-865.723,-41.992,-50.293,0.000
1691172097.842,-17.090,-181.641,-35.645,-30.762,0.000
1691172097.846,-43.945,764.160,-32.227,-34.668,0.000
1691172097.850,-44.434,161.133,-32.227,-38.574,0.000
1691172097.854,-35.156,-703.125,-31.738,-32.227,0.000
1691172097.858,-18.066,-163.574,-30.762,-17.090,0.000
1691172097.861,-3.906,801.758,-39.551,-20.508,0.000
1691172097.865,-24.902,249.512,-47.852,-44.922,0.000
1691172097.869,-44.434,-602.539,-49.316,-46.387,0.000
1691172097.873,-23.438,-238.281,-43.457,-30.762,0.000
1691172097.877,2.441,497.559,-35.156,-17.090,0.000
1691172097.881,-22.461,87.891,-35.156,-24.414,0.000
1691172097.885,-34.668,-857.910,-36.133,-26.855,0.000
1691172097.889,-19.043,-609.375,-37.598,-25.879,0.000
1691172097.893,-13.184,344.238,-36.133,-14.160,0.000
1691172097.897,-11.230,394.043,-36.133,-12.695,0.000
1691172097.900,-22.461,-299.316,-39.551,-33.203,0.000
1691172097.904,-30.762,-359.375,-41.016,-28.809,0.000
1691172097.908,-10.254,333.008,-40.527,0.000,0.000
1691172097.912,-9.766,485.352,-42.969,-16.113,0.000
1691172097.916,-16.602,-78.125,-41.992,-36.133,0.000
1691172097.920,-22.461,-376.953,-34.668,-40.039,0.000
1691172097.924,-27.832,-112.793,-34.180,-37.598,0.000
1691172097.928,-8.301,226.562,-45.410,-12.695,0.000
1691172097.932,-14.160,-266.113,-49.805,-16.113,0.000
1691172097.936,-23.926,-373.535,-47.852,-36.621,0.000
1691172097.940,-14.648,-76.660,-51.270,-31.250,0.000
1691172097.943,-0.977,446.777,-54.199,-26.855,0.000
1691172097.947,-14.160,449.219,-52.246,-52.246,0.000
1691172097.951,-53.223,-175.781,-47.852,-52.246,0.000
1691172097.955,-50.293,-397.949,-43.457,-30.273,0.000
1691172097.959,-18.555,251.953,-39.551,-21.973,0.000
1691172097.963,-23.438,564.941,-42.969,-28.809,0.000
1691172097.967,-47.363,-255.371,-46.875,-37.598,0.000
1691172097.971,-39.551,-829.102,-50.293,-34.180,0.000
1691172097.975,-19.531,-589.355,-51.758,-17.578,0.000
1691172097.979,-25.879,403.320,-43.945,-23.438,0.000
1691172097.982,-35.645,101.562,-40.527,-41.504,0.000
1691172097.986,-44.434,-728.516,-41.504,-42.969,0.000
1691172097.990,-41.992,-189.941,-38.086,-31.738,0.000
1691172097.994,-24.414,754.883,-34.180,-7.324,0.000
1691172097.998,-39.062,425.781,-38.574,-22.949,0.000
1691172098.002,-47.363,-499.512,-39.062,-45.410,0.000
1691172098.006,-32.715,-421.875,-32.715,-22.949,0.000
1691172098.010,-21.973,614.746,-35.156,-15.137,0.000
1691172098.014,-18.066,625.000,-38.574,-41.016,0.000
1691172098.018,-18.066,-528.809,-32.715,-53.223,0.000
1691172098.022,-19.531,-869.141,-33.203,-52.734,0.000
1691172098.025,-1.953,189.941,-30.762,-46.387,0.000
1691172098.029,11.230,698.730,-37.598,-41.504,0.000
1691172098.033,-0.977,-365.723,-48.828,-58.594,0.000
1691172098.037,-1.465,-742.188,-42.480,-62.988,0.000
1691172098.041,18.066,200.195,-34.668,-42.480,0.000
1691172098.045,0.000,751.953,-31.250,-34.180,0.000
1691172098.049,0.000,-63.477,-33.691,-40.039,0.000
1691172098.053,0.000,-577.637,-30.762,-37.109,0.000
