Timestamp,Mouse Position,Input,Type
"04/08/2023, 15:29:36.20","Point(x=1199, y=708)",'w',Key Press
"04/08/2023, 15:29:36.32","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:29:37.07","Point(x=1291, y=720)",Button.left,Mouse Click
"04/08/2023, 15:29:37.24","Point(x=1269, y=718)",'2',Key Press
"04/08/2023, 15:29:37.27","Point(x=1274, y=719)",Button.left,Mouse Click
"04/08/2023, 15:29:37.51","Point(x=1280, y=720)",'1',Key Press
"04/08/2023, 15:29:38.14","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:29:38.31","Point(x=1280, y=720)",'1',Key Press
"04/08/2023, 15:29:38.85","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:29:39.29","Point(x=1263, y=720)",'a',Key Press
"04/08/2023, 15:29:39.42","Point(x=1274, y=722)",Button.left,Mouse Click
"04/08/2023, 15:29:39.66","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:29:40.05","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:29:40.15","Point(x=1279, y=720)",'w',Key Press
"04/08/2023, 15:29:40.37","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:29:42.09","Point(x=1488, y=716)",'w',Key Press
"04/08/2023, 15:29:42.43","Point(x=1281, y=720)",Button.left,Mouse Click
"04/08/2023, 15:29:42.98","Point(x=1280, y=720)",'b',Key Press
"04/08/2023, 15:29:43.48","Point(x=740, y=658)",Button.left,Mouse Click
"04/08/2023, 15:29:43.57","Point(x=739, y=659)",Button.left,Mouse Click
"04/08/2023, 15:29:44.52","Point(x=747, y=279)",Button.left,Mouse Click
"04/08/2023, 15:29:44.65","Point(x=747, y=279)",Button.left,Mouse Click
"04/08/2023, 15:29:44.87","Point(x=757, y=279)",'b',Key Press
"04/08/2023, 15:29:45.42","Point(x=724, y=644)",Button.left,Mouse Click
"04/08/2023, 15:29:45.50","Point(x=722, y=645)",Button.left,Mouse Click
"04/08/2023, 15:29:45.71","Point(x=615, y=516)",Button.left,Mouse Click
"04/08/2023, 15:29:45.80","Point(x=615, y=516)",Button.left,Mouse Click
"04/08/2023, 15:29:45.99","Point(x=615, y=516)",'b',Key Press
"04/08/2023, 15:29:47.41","Point(x=609, y=496)",Button.left,Mouse Click
"04/08/2023, 15:29:47.49","Point(x=609, y=496)",Button.left,Mouse Click
"04/08/2023, 15:29:48.04","Point(x=864, y=648)",Button.left,Mouse Click
"04/08/2023, 15:29:48.12","Point(x=864, y=650)",Button.left,Mouse Click
"04/08/2023, 15:29:48.28","Point(x=1019, y=530)",Button.left,Mouse Click
"04/08/2023, 15:29:48.38","Point(x=1018, y=527)",Button.left,Mouse Click
"04/08/2023, 15:29:48.53","Point(x=747, y=337)",Button.left,Mouse Click
"04/08/2023, 15:29:48.63","Point(x=747, y=337)",Button.left,Mouse Click
"04/08/2023, 15:29:48.87","Point(x=665, y=739)",Button.left,Mouse Click
"04/08/2023, 15:29:48.98","Point(x=664, y=741)",Button.left,Mouse Click
"04/08/2023, 15:29:49.41","Point(x=1078, y=566)",'b',Key Press
"04/08/2023, 15:29:49.83","Point(x=770, y=399)",Button.left,Mouse Click
"04/08/2023, 15:29:49.93","Point(x=770, y=399)",Button.left,Mouse Click
"04/08/2023, 15:29:50.39","Point(x=731, y=690)",Button.left,Mouse Click
"04/08/2023, 15:29:50.51","Point(x=729, y=692)",Button.left,Mouse Click
"04/08/2023, 15:29:50.70","Point(x=729, y=698)",'b',Key Press
"04/08/2023, 15:29:51.55","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:29:51.79","Point(x=1308, y=720)",'2',Key Press
"04/08/2023, 15:29:52.62","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.12","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.15","Point(x=1279, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.20","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.23","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.26","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.29","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.32","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.36","Point(x=1278, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.39","Point(x=1274, y=719)",Key.tab,Key Press
"04/08/2023, 15:29:53.42","Point(x=1278, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.45","Point(x=1279, y=720)",Key.tab,Key Press
"04/08/2023, 15:29:53.47","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:29:55.81","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:29:56.22","Point(x=1279, y=721)",'3',Key Press
"04/08/2023, 15:29:56.46","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:29:58.67","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:29:58.81","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:29:59.60","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:29:59.94","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:00.46","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:00.49","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:00.52","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:00.55","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:00.90","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:01.87","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:02.37","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:02.41","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:02.64","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:02.81","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:03.03","Point(x=1280, y=720)",Key.space,Key Press
"04/08/2023, 15:30:03.46","Point(x=1279, y=719)",'s',Key Press
"04/08/2023, 15:30:03.90","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:04.33","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:04.84","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:05.06","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:05.59","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:05.75","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:06.33","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:06.52","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:07.08","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:07.26","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:07.78","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:07.79","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:07.90","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:07.91","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:30:08.15","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:30:08.92","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:09.21","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:09.41","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:09.63","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:09.93","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:10.07","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:10.33","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:10.79","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:10.95","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:11.49","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:11.61","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:12.10","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:30:12.12","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:12.15","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:12.42","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:12.95","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:30:12.95","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:13.09","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:13.62","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:13.66","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:13.67","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:14.40","Point(x=1277, y=720)",'d',Key Press
"04/08/2023, 15:30:14.95","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:15.46","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:15.49","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.52","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.55","Point(x=1277, y=720)",'d',Key Press
"04/08/2023, 15:30:15.58","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.63","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.66","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:15.69","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.72","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:15.76","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.79","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.82","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:15.85","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:15.88","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:15.93","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:15.96","Point(x=1277, y=720)",'d',Key Press
"04/08/2023, 15:30:15.99","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:16.02","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:16.05","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:16.08","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:16.11","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:16.14","Point(x=1279, y=720)",'a',Key Press
"04/08/2023, 15:30:16.39","Point(x=1253, y=721)",'w',Key Press
"04/08/2023, 15:30:16.45","Point(x=1265, y=720)",'r',Key Press
"04/08/2023, 15:30:17.21","Point(x=1267, y=721)",'d',Key Press
"04/08/2023, 15:30:18.85","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:19.14","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:19.65","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:19.69","Point(x=1266, y=720)",'d',Key Press
"04/08/2023, 15:30:19.72","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:19.75","Point(x=1272, y=720)",'d',Key Press
"04/08/2023, 15:30:19.78","Point(x=1274, y=720)",'d',Key Press
"04/08/2023, 15:30:20.29","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:20.33","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:20.36","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:20.39","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:20.43","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:20.47","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:20.48","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:20.67","Point(x=1258, y=719)",'a',Key Press
"04/08/2023, 15:30:20.89","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:21.20","Point(x=1275, y=720)",'d',Key Press
"04/08/2023, 15:30:21.38","Point(x=1280, y=720)",Key.space,Key Press
"04/08/2023, 15:30:21.54","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.08","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.11","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:22.14","Point(x=1278, y=719)",'d',Key Press
"04/08/2023, 15:30:22.17","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.21","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:22.24","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:22.28","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.32","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.35","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:22.38","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.41","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:22.44","Point(x=1277, y=719)",'d',Key Press
"04/08/2023, 15:30:22.47","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:22.51","Point(x=1278, y=719)",'d',Key Press
"04/08/2023, 15:30:23.23","Point(x=1279, y=719)",'d',Key Press
"04/08/2023, 15:30:23.48","Point(x=1279, y=721)",Button.left,Mouse Click
"04/08/2023, 15:30:23.96","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:23.97","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:24.00","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:30:24.82","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:30:24.85","Point(x=1278, y=720)",'w',Key Press
"04/08/2023, 15:30:24.88","Point(x=1237, y=722)",'w',Key Press
"04/08/2023, 15:30:24.89","Point(x=1244, y=722)",'d',Key Press
"04/08/2023, 15:30:25.39","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.42","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:25.45","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:25.48","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:25.53","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.56","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:25.59","Point(x=1279, y=719)",'d',Key Press
"04/08/2023, 15:30:25.62","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.66","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.69","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.72","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:25.75","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:25.78","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:25.83","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.86","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:25.89","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:25.92","Point(x=1276, y=720)",'d',Key Press
"04/08/2023, 15:30:25.95","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:25.98","Point(x=1276, y=720)",'d',Key Press
"04/08/2023, 15:30:26.01","Point(x=1279, y=719)",'d',Key Press
"04/08/2023, 15:30:26.04","Point(x=1276, y=720)",'d',Key Press
"04/08/2023, 15:30:26.09","Point(x=1274, y=720)",'d',Key Press
"04/08/2023, 15:30:26.12","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:26.16","Point(x=1278, y=720)",'d',Key Press
"04/08/2023, 15:30:26.18","Point(x=1276, y=720)",'d',Key Press
"04/08/2023, 15:30:26.22","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:26.25","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:30:26.28","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:30:27.61","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:28.11","Point(x=1286, y=721)",'a',Key Press
"04/08/2023, 15:30:28.14","Point(x=1287, y=720)",'a',Key Press
"04/08/2023, 15:30:28.19","Point(x=1286, y=720)",'a',Key Press
"04/08/2023, 15:30:28.22","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:28.25","Point(x=1284, y=720)",'a',Key Press
"04/08/2023, 15:30:28.28","Point(x=1284, y=720)",'a',Key Press
"04/08/2023, 15:30:28.31","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:28.34","Point(x=1287, y=720)",'a',Key Press
"04/08/2023, 15:30:28.38","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.41","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:28.44","Point(x=1286, y=720)",'a',Key Press
"04/08/2023, 15:30:28.49","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.52","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.55","Point(x=1284, y=720)",'a',Key Press
"04/08/2023, 15:30:28.58","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:28.61","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:28.64","Point(x=1284, y=720)",'a',Key Press
"04/08/2023, 15:30:28.67","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.70","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.75","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.78","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.81","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.84","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:28.87","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:28.90","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:28.94","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:28.97","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.01","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.04","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.08","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.11","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.14","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.17","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.20","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.23","Point(x=1284, y=720)",'a',Key Press
"04/08/2023, 15:30:29.28","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.31","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.34","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.37","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.40","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.44","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.47","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.50","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.53","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.58","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:29.61","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:29.64","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.67","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.70","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.73","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.76","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.79","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.84","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.87","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.90","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:29.94","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:29.97","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:30.00","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:30.03","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:30.06","Point(x=1281, y=719)",'a',Key Press
"04/08/2023, 15:30:30.09","Point(x=1281, y=719)",'a',Key Press
"04/08/2023, 15:30:30.14","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.17","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.20","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.23","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.26","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.29","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.32","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.35","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.40","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.43","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.46","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.49","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.52","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.55","Point(x=1287, y=720)",'a',Key Press
"04/08/2023, 15:30:30.59","Point(x=1289, y=719)",'a',Key Press
"04/08/2023, 15:30:30.63","Point(x=1294, y=719)",'a',Key Press
"04/08/2023, 15:30:30.66","Point(x=1294, y=720)",'a',Key Press
"04/08/2023, 15:30:30.69","Point(x=1286, y=720)",'a',Key Press
"04/08/2023, 15:30:30.72","Point(x=1284, y=719)",'a',Key Press
"04/08/2023, 15:30:30.76","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.79","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.82","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.85","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.89","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.93","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.96","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:30.99","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:31.02","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.05","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.08","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:31.11","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:31.16","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.19","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.22","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.25","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.29","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:31.32","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.35","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:31.38","Point(x=1283, y=719)",'a',Key Press
"04/08/2023, 15:30:31.41","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:31.44","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:31.49","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:30:31.52","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:31.55","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.58","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.61","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.64","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.68","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.71","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.75","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.78","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.82","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:31.85","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:31.88","Point(x=1284, y=719)",'a',Key Press
"04/08/2023, 15:30:31.91","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:31.94","Point(x=1281, y=719)",'a',Key Press
"04/08/2023, 15:30:31.97","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.00","Point(x=1282, y=719)",'a',Key Press
"04/08/2023, 15:30:32.05","Point(x=1281, y=719)",'a',Key Press
"04/08/2023, 15:30:32.08","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:32.11","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.14","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.17","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.20","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.23","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.28","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.31","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.34","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.37","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.40","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:32.43","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:30:32.48","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.51","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.54","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.57","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.60","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.64","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.67","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:30:32.70","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.73","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.78","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.81","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.84","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.87","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.90","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.93","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:32.97","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:33.00","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:30:33.03","Point(x=1280, y=720)",'a',Key Press
